StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RecaptchaAssessmentName,Q1.1_First Click,Q1.1_Last Click,Q1.1_Page Submit,Q1.1_Click Count,Q2.1,Q2.1_3_TEXT,Q2.2,Q2.3,Q2.3_7_TEXT,Q2.4,Q2.5,Q2.6,Q2.7_1,Q3.1_First Click,Q3.1_Last Click,Q3.1_Page Submit,Q3.1_Click Count,Q4.1_First Click,Q4.1_Last Click,Q4.1_Page Submit,Q4.1_Click Count,Q4.3_First Click,Q4.3_Last Click,Q4.3_Page Submit,Q4.3_Click Count,Q5.1_First Click,Q5.1_Last Click,Q5.1_Page Submit,Q5.1_Click Count,Q6.1_First Click,Q6.1_Last Click,Q6.1_Page Submit,Q6.1_Click Count,Q6.3_First Click,Q6.3_Last Click,Q6.3_Page Submit,Q6.3_Click Count,Q6.4_1,Q6.5_1,Q6.6_First Click,Q6.6_Last Click,Q6.6_Page Submit,Q6.6_Click Count,Q6.8_First Click,Q6.8_Last Click,Q6.8_Page Submit,Q6.8_Click Count,Q6.9_1,Q6.10_1,Q6.11_First Click,Q6.11_Last Click,Q6.11_Page Submit,Q6.11_Click Count,Q6.13_First Click,Q6.13_Last Click,Q6.13_Page Submit,Q6.13_Click Count,Q6.14_1,Q6.15_1,Q6.16_First Click,Q6.16_Last Click,Q6.16_Page Submit,Q6.16_Click Count,Q6.18_First Click,Q6.18_Last Click,Q6.18_Page Submit,Q6.18_Click Count,Q6.19_1,Q6.20_1,Q6.21_First Click,Q6.21_Last Click,Q6.21_Page Submit,Q6.21_Click Count,Q6.23_First Click,Q6.23_Last Click,Q6.23_Page Submit,Q6.23_Click Count,Q6.24_1,Q6.25_1,Q7.1_First Click,Q7.1_Last Click,Q7.1_Page Submit,Q7.1_Click Count,Q8.1_First Click,Q8.1_Last Click,Q8.1_Page Submit,Q8.1_Click Count,Q8.3_First Click,Q8.3_Last Click,Q8.3_Page Submit,Q8.3_Click Count,Q8.4_1,Q8.5_1,Q8.6_First Click,Q8.6_Last Click,Q8.6_Page Submit,Q8.6_Click Count,Q8.8_First Click,Q8.8_Last Click,Q8.8_Page Submit,Q8.8_Click Count,Q8.9_1,Q8.10_1,Q8.11_First Click,Q8.11_Last Click,Q8.11_Page Submit,Q8.11_Click Count,Q8.13_First Click,Q8.13_Last Click,Q8.13_Page Submit,Q8.13_Click Count,Q8.14_1,Q8.15_1,Q8.16_First Click,Q8.16_Last Click,Q8.16_Page Submit,Q8.16_Click Count,Q8.18_First Click,Q8.18_Last Click,Q8.18_Page Submit,Q8.18_Click Count,Q8.19_1,Q8.20_1,Q8.21_First Click,Q8.21_Last Click,Q8.21_Page Submit,Q8.21_Click Count,Q8.23_First Click,Q8.23_Last Click,Q8.23_Page Submit,Q8.23_Click Count,Q8.24_1,Q8.25_1,Q9.1,Q9.2_1,Q9.3_1,Q9.4_1,Q9.5_1,Q9.6,Q11.1,q1_score,q2_score,q3_score,q4_score,q5_score,final_score,earnings,correct_res,true_earnings,correct,q1_txt,q2_txt,q3_txt,q4_txt,q5_txt,surveycode,MID,p1_txt,p2_txt,Random
2021-07-26 07:44:18,2021-07-26 07:51:11,IP Address,193.148.58.19,100,413,True,2021-07-26 07:51:12,R_2ypivom1ubtW5hv,,,,,39.048095703125,-77.47280120849609375,anonymous,EN,0.800000011920928955078125,projects/513998946275/assessments/b872e44870000000,0,0,17.692,0,Male,,45-54,African - American,,Bachelor's degree,"$50,000 - $100,000",Joy of solving math puzzles,"4
 ",41.95,48.841,50.158,3,1.782,123.468,123.528,9,1.441,23.06,23.204,5,0,0,3.553,0,3.288,22.534,22.57,2,1.401,3.58,4.453,2,4,3,1.112,10.599,10.651,2,1.468,2.872,3.729,2,4,4,5.611,10.806,10.864,2,1.45,3.398,4.073,2,3,4,1.201,17.226,17.269,4,1.705,3.187,4.077,2,3,3,1.413,3.465,3.486,3,1.436,2.857,3.458,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,"4
 ","4
 ","1
Not focused at all","4
 ",Emotional high from answering puzzles correctly,GOOD,0,0,0,0,0,0,-0.50,0,0.50,0,q~25,q~29,q~56,q~142,q~43,9796,AMA1P29N7W4WU,p~3*6/(7-6)~18~20~18~10/10*9*2,p~18~18~3*6*(8-7),2
2021-07-26 07:38:31,2021-07-26 07:51:16,IP Address,70.178.93.222,100,765,True,2021-07-26 07:51:17,R_1JWUdIsWk3zc2MH,,,,,36.351898193359375,-94.21970367431640625,anonymous,EN,0.800000011920928955078125,projects/513998946275/assessments/79ab2761c8000000,0,0,13.888,0,Male,,35-44,White/ Caucasian,,Bachelor's degree,"$25,000 - $50,000",Joy of solving math puzzles,"5
Very enjoyable",62.113,63.953,70.159,2,2.054,76.599,76.642,7,0.85,29.934,29.982,3,0,0,34.437,0,1.021,44.878,44.927,5,2.978,5.494,6.456,3,1,4,1.742,118.583,120.696,6,1.165,2.886,3.343,2,4,5,1.134,43.087,43.146,7,0.716,5.374,5.864,7,1,5,58.402,74.065,74.111,3,1.059,2.453,3.395,2,1,5,18.515,21.789,21.862,2,1.187,2.835,3.651,2,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,"5
Very enjoyable","1
Not difficult at all","5
Very focused","1
No pressure",Knowing that my earnings depend on how many correct responses I submit,GOOD,0,0,10,10,10,30,0.70,3,1.10,3,q~(10+8)/(8-7),q,q~(7*2*1)+4,q~(7*2)+(7-3),q~2+8+3+5,6308,A1FR4S8V4MNRVM,p~(2*9)/(10-10)~10/10*9*2,p~(3*6)/(8-7),2
2021-07-26 07:43:28,2021-07-26 07:51:51,IP Address,117.213.35.215,100,502,True,2021-07-26 07:51:51,R_09C1MPFkln3Hznr,,,,,8.183197021484375,77.427703857421875,anonymous,EN,1,projects/513998946275/assessments/d662d82d48000000,0,0,6.252,0,Female,,25-34,Asian,,Bachelor's degree,"More than $100,000",Joy of solving math puzzles,"5
Very enjoyable",28.277,28.277,33.012,1,22.584,53.633,53.65,2,3.783,22.975,22.99,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,7.528,0,0.817,14.97,14.984,2,1.383,3.914,4.887,4,5,4,1.056,51.312,120.184,2,2.253,5.798,6.849,5,4,5,0.813,40.269,120.114,3,3.021,5.801,6.622,4,4,4,1.432,23.025,23.038,2,1.227,4.233,5.267,4,4,3,1.072,6.121,6.136,2,4.863,7.638,8.468,3,4,5,No,"4
 ","5
Very Difficult",4,"4
 ",Knowing that my earnings depend on how many correct responses I submit,nice,10,0,0,10,10,30,1.10,0,0,0,q~(10+8)/(7-6),q,q,q~(7*2)+(7-3),q~2+8+3+5,1871,A9LXSGXZM4IJE,p~(9*2)/(10/10),p~(6*2)/(8-7)~3*6/(8-7),1
2021-07-26 07:33:23,2021-07-26 07:52:02,IP Address,98.7.99.233,100,1118,True,2021-07-26 07:52:03,R_PHelL7RpApZiGFX,,,,,40.763702392578125,-73.769500732421875,anonymous,EN,0.800000011920928955078125,projects/513998946275/assessments/cc9c5b61c8000000,3.232,3.232,15.784,1,Female,,25-34,White/ Caucasian,,Bachelor's degree,"$25,000 - $50,000",Joy of solving math puzzles,"5
Very enjoyable",24.939,176.783,177.592,13,5.807,77.535,77.575,3,3.647,191.705,191.762,4,3.166,3.166,4.152,1,6.031,77.447,120.046,3,3.669,12.185,13.434,4,4,2,21.868,110.962,110.996,3,1.989,13.279,14.955,6,5,2,29.062,70.606,70.561,3,13.653,17.406,18.777,3,5,2,32.615,91.67,91.597,4,2.306,9.875,10.771,5,2,4,7.588,16.241,16.262,2,2.079,9.706,10.77,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,"3
Neutral","5
Very Difficult","5
Very focused","4
 ",Knowing that my earnings depend on how many correct responses I submit,It was very difficult under bound circumstances of time.,0,0,0,10,10,20,0.30,2,0.90,2,q,q~11+5-13-6,q~(7+2)*(4/1),q~(7*2)+7-3,q~2+8+5+3,7876,A1152R8AZ6TMCJ,p~10-10+(9*2),p~(6*7)-(3*8),2
2021-07-26 07:47:16,2021-07-26 07:52:19,IP Address,185.196.25.229,100,303,True,2021-07-26 07:52:19,R_1DIFGXeuy40uPwa,,,,,39.1027069091796875,-94.57779693603515625,anonymous,EN,,,0,0,38.147,0,Male,,25-34,White/ Caucasian,,Bachelor's degree,"$50,000 - $100,000",Monetary incentive,"4
 ",8.838,8.838,12.555,1,1.562,7.615,7.648,2,0.046,4.479,4.563,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3.32,0,1.475,19.795,19.844,2,0.284,4.301,5.002,3,4,4,3.555,26.118,26.16,2,1.899,4.034,4.84,2,4,4,2.515,20.217,20.268,2,1.929,3.85,4.535,2,3,4,1.34,22.511,22.547,2,1.801,3.732,4.435,2,4,4,1.609,35.75,35.801,5,1.858,3.701,4.399,2,4,4,Yes,"3
Neutral","5
Very Difficult","3
Neutral","3
Neutral",Emotional high from answering puzzles correctly,nice,10,0,10,0,10,30,1.10,0,0,0,q~10+8*(7-6),q~13+5*(11-5)/6,q~2*7+4*1,q~7+7+3*2,q~2*8+(5-3),9442,A3SICS54QB7FNA,p~2*9*10/10,p~~3*6*(8-7),1
2021-07-26 07:39:05,2021-07-26 07:52:39,IP Address,186.179.50.12,100,813,True,2021-07-26 07:52:39,R_28UTJk86sK2QOII,,,,,42.0680999755859375,-72.62560272216796875,anonymous,EN,0.800000011920928955078125,projects/513998946275/assessments/d9dcc44870000000,1.624,3.023,6.031,3,Male,,45-54,African - American,,Bachelor's degree,"$25,000 - $50,000",Joy of solving math puzzles,"4
 ",2.573,183.088,187.131,29,12.537,125.193,125.261,7,3.196,57.266,57.313,3,4.089,4.836,7.251,3,4.34,39.841,39.9,2,9.016,15.55,16.458,6,5,5,3.462,27.946,28.008,2,2.032,9.196,10.347,12,5,5,13.276,44.767,44.818,2,1.622,8.245,9.173,8,5,5,1.565,47.759,47.809,2,1.668,5.215,6.262,4,5,5,2.612,75.05,75.097,5,1.901,5.46,6.501,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,"5
Very enjoyable","5
Very Difficult",4,"5
A lot of pressure",Emotional high from answering puzzles correctly,GOOD,0,0,0,0,0,0,-0.50,0,0.50,0,q~6*10+7-8,q~5+6+11*13,q~4+2+7*1,q~7*7/(3*5),q~8+2/(3*5),8241,A2MCI6MPF1XP6O,p~2*10/(10-9)~10/10*9*2,p~3+6+8*7~3*6*(8-7),2
2021-07-26 07:43:50,2021-07-26 07:54:07,IP Address,70.119.252.213,100,617,True,2021-07-26 07:54:08,R_2z8CbpXvI3uglq2,,,,,33.00360107421875,-96.88339996337890625,anonymous,EN,0.60000002384185791015625,projects/513998946275/assessments/238e944870000000,0,0,7.998,0,Male,,35-44,Hispanic,,Bachelor's degree,"$50,000 - $100,000",Joy of solving math puzzles,"5
Very enjoyable",9.458,26.535,30.983,9,4.427,26.317,26.336,4,4.371,30.846,30.863,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.514,6.514,129.938,1,4.192,61.242,61.26,2,4.577,7.255,8.211,3,5,4,3.295,51.945,51.968,2,1.924,4.826,6.105,2,3,4,1.628,3.229,3.242,2,2.244,4.658,5.589,3,3,4,2.072,67.078,67.098,2,1.991,5.122,6.317,3,3,4,3.213,19.496,19.517,2,2.799,4.525,5.269,2,5,5,No,"4
 ","4
 ","5
Very focused","4
 ",Knowing that my earnings depend on how many correct responses I submit,I like that one and is really very interesting.,0,0,0,0,10,10,0.70,0,0,0,q~10+8/(6-7),q~3*6*7*8,q~10+8/(6-7),q~7*2+7-2,q~2+8+3+5,9338,A3Q4RQLRQ02VWR,p~31~10/10*9*2,p~3*6*7*8~3*6*(8-7),1
2021-07-26 07:46:34,2021-07-26 07:54:23,IP Address,198.14.25.16,100,469,True,2021-07-26 07:54:24,R_2YEQ7c4FJpRxFx4,,,,,40.7122955322265625,-74.00679779052734375,anonymous,EN,0.800000011920928955078125,projects/513998946275/assessments/be2fe44870000000,6.369,7.538,9.227,2,Male,,25-34,White/ Caucasian,,Bachelor's degree,"$25,000 - $50,000",Joy of solving math puzzles,"4
 ",17.19,55.223,56.761,10,2.073,72.08,72.123,8,1.937,43.091,43.123,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.073,2.073,3.557,1,8.721,28.331,28.365,2,1.714,1.714,6.115,1,4,3,2.378,34.182,34.21,2,0,0,5.24,0,2,3,1.692,26.984,26.939,2,0,0,3.571,0,3,3,2.216,24.258,24.301,2,0,0,3.28,0,3,2,7.672,25.601,25.778,2,0,0,3.887,0,1,1,No,"3
Neutral","2
 ","3
Neutral","2
 ",Knowing that my earnings depend on how many correct responses I submit,THIS EXPERIMENT IS VERY INTERESTING TO PARTICIPATE,0,0,0,0,10,10,0.70,0,0,0,q~10*6*(8-7),q~11*13*(6-5),q~2-1*4*7,q~7/7*3*2,q~2*8-3+5,5901,A3AMYSDM0UFLQY,p~2-(10/10) +9~10/10*9*2,p~3*6*7*8~3*6*(8-7),1
2021-07-26 07:44:16,2021-07-26 07:54:27,IP Address,24.101.195.102,100,610,True,2021-07-26 07:54:27,R_2xJefZc3QJPm0Gi,,,,,41.022003173828125,-80.66590118408203125,anonymous,EN,0.800000011920928955078125,projects/513998946275/assessments/0df7e44870000000,0,0,22.435,0,Male,,25-34,African - American,,Bachelor's degree,"$50,000 - $100,000",Joy of solving math puzzles,"5
Very enjoyable",5.548,11.785,14.361,5,10.173,10.173,127.102,1,26.451,98.237,98.26,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.635,7.635,9.199,1,10.908,10.908,20.766,1,2.991,9.449,11.738,3,2,4,13.638,28.771,28.8,9,2.399,9.8,11.251,4,4,4,6.566,20.161,20.178,2,1.401,1.401,6.133,1,3,2,2.674,35.313,35.338,3,0,0,3.865,0,4,3,3.975,35.181,35.209,8,0,0,3.549,0,4,3,No,"5
Very enjoyable","3
Neutral",4,"3
Neutral",Frustration from answering puzzles incorrectly,Very interesting and difficult,0,0,0,0,0,0,0.50,0,0,0,q~31,q~40,q~14,q~105,q~17,8700,A3H98BSLUT0OV5,p~31~10/10*9*2,p~24 ~-18~3*6*(8-7),1
2021-07-26 07:43:40,2021-07-26 07:55:57,IP Address,172.82.128.217,100,736,True,2021-07-26 07:55:58,R_9F7rEIOZdHpUMPD,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,0.89999997615814208984375,projects/513998946275/assessments/469e1761c8000000,0,0,6.559,0,Female,,25-34,White/ Caucasian,,Master's or higher degree,"$50,000 - $100,000",Joy of solving math puzzles,"3
Neutral",38.051,50.317,51.616,3,1.861,68.352,68.436,6,1.787,52.682,52.709,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4.74,0,1.49,29.673,29.699,3,1.655,4.6,6.055,3,3,2,1.106,36.994,37.028,2,115.058,119.24,120.317,4,3,2,1.244,42.968,43.006,4,1.799,18.719,19.815,4,4,3,1.803,72.867,72.896,7,1.282,8.002,17.055,4,4,5,19.192,110.186,110.229,6,7.119,8.763,9.625,2,4,3,No,"4
 ","3
Neutral",4,"3
Neutral",Emotional high from answering puzzles correctly,the survey was very good,0,0,10,10,10,30,1.10,0,0,0,q~10+8*(8-7),q~11+13*(6-5),q~7*2+4/1,q~7*2+7-3,q~5+3+2+8,9751,A2QZCU6WAWQTYE,p~2*10/10-9~9*2/10-9~10/10*9*2,p~3*6/8-7~3*6*(8-7),1
2021-07-26 07:49:41,2021-07-26 07:56:08,IP Address,68.227.192.247,100,386,True,2021-07-26 07:56:08,R_2tG5L7HfVmKR4uz,,,,,41.9915924072265625,-72.55999755859375,anonymous,EN,0.800000011920928955078125,projects/513998946275/assessments/f82faf61c8000000,0,0,15.189,0,Male,,55-64,White/ Caucasian,,Bachelor's degree,"$25,000 - $50,000",Joy of solving math puzzles,"5
Very enjoyable",2.723,110.871,113.483,3,0.796,20.105,20.175,4,0.86,16.482,16.546,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1.272,0,0.541,22.905,23.066,4,0.977,2.831,3.108,4,1,5,0.784,43.736,43.79,5,0.909,2.166,2.57,3,1,5,0.785,19.44,19.485,4,0.824,2.342,2.58,3,1,5,0.408,23.433,23.467,7,0.6,2.587,3.001,3,1,5,1.255,28.024,28.058,5,0.904,1.942,2.635,2,1,5,No,"5
Very enjoyable","1
Not difficult at all","5
Very focused","2
 ",Knowing that my earnings depend on how many correct responses I submit,NICE,10,0,10,10,10,40,1.30,0,0,0,q~(10+8)/(7-6),q~(13+5-6)+11,q~(7*2)+(1*4),q~(7*2)+(7-3),q~2+8+3+5,5734,AWCLR6A5JGE54,p~(9*2)/(10-10)~10/10*9*2,p~(3*6)/(8-7),1
2021-07-26 07:44:20,2021-07-26 07:57:10,IP Address,63.160.142.94,100,769,True,2021-07-26 07:57:10,R_2zYcY8WGgYx482v,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,1,projects/513998946275/assessments/a05e1761c8000000,0,0,15.077,0,Male,,25-34,White/ Caucasian,,Master's or higher degree,"More than $100,000",Joy of solving math puzzles,"5
Very enjoyable",42.855,49.542,52.056,4,1.256,56.204,56.238,4,1.129,140.697,140.725,5,0,0,2.83,0,0.997,85.755,85.781,2,5.724,9.162,9.816,2,1,5,0.942,109.149,120.102,9,2.715,4.456,5.51,3,4,2,1.082,76.297,76.33,5,2.692,4.441,4.949,2,1,5,1.252,27.099,27.122,5,1.244,2.684,3.663,2,1,5,0.959,38.486,38.512,6,2.275,3.521,4.344,2,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,"5
Very enjoyable","1
Not difficult at all","5
Very focused","5
A lot of pressure",Knowing that my earnings depend on how many correct responses I submit,VERY NICE,10,0,10,10,10,40,1.10,4,1.30,4,q~10+8/(7-6),q,q~(7*2)+(1*4),q~(7*2)+(7-3),q~(8*2)+(5-3),5400,A38Z2PI7OWN4KY,p~2*9/(10-9)~10/10*9*2,p~6*3/(8-7),2
2021-07-26 07:41:17,2021-07-26 07:57:14,IP Address,208.221.43.208,100,957,True,2021-07-26 07:57:14,R_1r0VXgiMm05e6LD,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,1,projects/513998946275/assessments/a5efc44870000000,0,0,3.666,0,Male,,25-34,White/ Caucasian,,Bachelor's degree,"$25,000 - $50,000",Joy of solving math puzzles,"4
 ",10.408,13.138,15.386,2,6.82,33.343,33.365,7,1.726,32.696,32.716,8,0,0,4.561,0,2.498,51.475,121.191,3,2.646,11.07,12.324,6,4,2,1.695,1.695,121.273,1,56.082,60.011,60.972,6,3,2,1.879,100.893,120.042,3,3.572,4.617,6.233,2,2,3,4.925,4.925,121.41,1,119.074,121.682,123.501,3,3,3,60.395,66.219,66.237,2,3.518,5.975,8.458,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,"2
 ","1
Not difficult at all","2
 ","3
Neutral",Knowing that my earnings depend on how many correct responses I submit,none,0,0,0,0,0,0,-0.50,0,0.50,0,q,q,q,q,q~31,5381,A1HEGV06SCZZHG,p~110~10/10*9*2,p~3*6+7*8~3*6*(8-7),2
2021-07-26 07:52:33,2021-07-26 07:57:39,IP Address,174.56.83.12,100,305,True,2021-07-26 07:57:39,R_1F96Ub4rsPzQzE5,,,,,35.1013031005859375,-106.52469635009765625,anonymous,EN,0.800000011920928955078125,projects/513998946275/assessments/c534af61c8000000,0,0,4.076,0,Male,,25-34,African - American,,Bachelor's degree,"$50,000 - $100,000",Joy of solving math puzzles,"4
 ",3.227,3.227,9.839,1,2.681,17.413,17.443,4,2.85,15.891,15.908,3,0,0,9.505,0,2.303,24.804,24.823,2,2.352,4.674,5.556,2,3,3,1.945,27.325,27.346,2,2.454,5.55,6.736,2,3,1,3.007,27.628,27.656,2,1.853,3.913,4.841,2,3,3,3.013,40.395,40.417,3,2.026,3.871,5.168,2,2,1,1.944,26.916,26.949,4,2.416,5.774,6.877,3,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,"3
Neutral","5
Very Difficult","5
Very focused","5
A lot of pressure",Frustration from answering puzzles incorrectly,,0,0,0,0,0,0,-0.50,0,0.50,0,q~6/7*8*10,q~5/6*13/11,q~4/2*1*7,q~7/7-3-2,q~5-3-8-2,3407,AJRB96JC0DPF9,p~31~10/10*9*2,p~3/67*8~3*6*(8-7),2
2021-07-26 07:47:49,2021-07-26 07:58:54,IP Address,172.107.168.196,100,664,True,2021-07-26 07:58:54,R_WwkikzBRM4ehxvj,,,,,32.8137054443359375,-96.87039947509765625,anonymous,EN,0.800000011920928955078125,projects/513998946275/assessments/f9fff761c8000000,0,0,5.859,0,Female,,25-34,White/ Caucasian,,Master's or higher degree,"More than $100,000",Monetary incentive,"4
 ",3.101,22.38,23.922,3,36.832,400.827,401.067,36,1.822,15.047,15.004,3,0,0,2.962,0,1.996,9.956,9.999,3,2.299,33.801,35.655,3,3,3,1.991,8.145,8.236,2,2.104,18.971,21.201,5,3,2,4.14,8.566,8.613,2,6.574,9.429,11.856,3,3,4,1.372,11.753,11.934,2,0.322,5.127,6.026,5,3,4,19.258,23.579,23.631,2,1.647,4.095,5.582,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,"3
Neutral","3
Neutral",4,"4
 ",Emotional high from answering puzzles correctly,good,0,0,0,0,0,0,-0.50,0,0.50,0,q~61078,q~111356,q~1247,q~7372,q~2835,9174,A2QI7E49C9VLQ7,p~210910~10/10*9*2,p~3678~3*6*(8-7),2
2021-07-26 07:44:29,2021-07-26 07:59:07,IP Address,212.102.40.12,100,878,True,2021-07-26 07:59:08,R_xazamwIbvhrXBVn,,,,,32.790802001953125,-96.8336029052734375,anonymous,EN,,,0,0,40.079,0,Male,,25-34,African - American,,Bachelor's degree,"$25,000 - $50,000",Joy of solving math puzzles,"4
 ",32.537,39.563,77.402,4,2.402,34.531,34.601,3,3.55,23.743,23.822,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,40.215,0,1.432,34.367,34.3,6,9.293,14.077,16.221,4,2,4,1.563,117.18,120.036,17,3.299,10.25,11.759,5,2,2,1.525,105.51,105.551,13,6.476,8.064,9.182,2,2,2,63.049,104.251,120.153,10,1.808,5.967,7.131,2,2,2,48.044,66.801,66.854,5,1.781,3.156,4.444,2,2,4,No,"5
Very enjoyable","3
Neutral","5
Very focused","2
 ",Emotional high from answering puzzles correctly,It was enjoyable,10,0,0,0,10,20,0.90,0,0,0,q~10+8/(7-6),q,q~(7+2)*(4/2),q,q~2+8+3+5,9693,A16OE8ECS5IXV7,p~2*9/(10/10),p~3*6/(8-7),1
2021-07-26 07:54:28,2021-07-26 07:59:22,IP Address,50.231.89.177,100,293,True,2021-07-26 07:59:22,R_22FY8VN7FomS91U,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,1,projects/513998946275/assessments/61aaef61c8000000,0,0,35.186,0,Female,,25-34,Hispanic,,Bachelor's degree,"$50,000 - $100,000",Monetary incentive,"5
Very enjoyable",4.212,4.251,15.283,2,2.614,43.861,43.893,9,2.046,20.215,20.235,4,0,0,3.598,0,2.2,13.163,13.221,6,2.742,14.636,15.648,11,5,4,2.092,8.483,8.666,4,3.136,5.678,6.944,2,3,3,13.134,15.28,15.351,2,1.997,4.243,6.669,4,4,4,4.857,7.43,7.475,3,1.892,4.781,5.887,4,3,4,4.685,12.52,12.568,2,1.7,4.555,6.765,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,"5
Very enjoyable","4
 ","5
Very focused","4
 ",Knowing that my earnings depend on how many correct responses I submit,GOOD,0,0,0,0,0,0,-0.50,0,0.50,0,q~42,q~55,q~14,q~6,q~40,2352,A1VOTY43NOW4MW,p~31~10/1018~10/10*9*2,p~21~3*6*(8-7),2
2021-07-26 07:47:41,2021-07-26 07:59:33,IP Address,173.168.114.227,100,712,True,2021-07-26 07:59:34,R_3M5zloEm8JMCd7B,,,,,28.479705810546875,-82.5561981201171875,anonymous,EN,0.800000011920928955078125,projects/513998946275/assessments/4871544870000000,0,0,24.454,0,Female,,35-44,White/ Caucasian,,Bachelor's degree,"$50,000 - $100,000",Joy of solving math puzzles,"4
 ",68.725,68.725,76.383,1,12.336,57.266,57.381,2,4.083,26.387,26.444,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,25.874,0,3.33,21.845,21.906,2,3.292,8.989,10.83,3,2,4,3.158,3.158,120.245,1,4.757,9.507,11.309,3,4,3,2.453,34.966,35.005,2,3.028,8.606,10.005,3,2,3,51.821,115.086,115.293,2,5.172,7.767,9.898,2,4,3,2.827,28.758,28.84,4,4.743,6.873,8.02,2,2,3,No,"4
 ","4
 ","5
Very focused","4
 ",Emotional high from answering puzzles correctly,None,10,0,10,10,10,40,1.30,0,0,0,q~(10+8)*(7-6),q,q~(1*7*2)+4,q~(7*2+7)-3,q~5+3+8+2,7379,A1EK7UGSO4TU8E,p~(9*2)+(10-10),p~(6*3)*(8-7),1
2021-07-26 07:51:59,2021-07-26 07:59:49,IP Address,96.46.25.131,100,469,True,2021-07-26 07:59:49,R_3Eul2rBj1h8L8ov,,,,,47.41619873046875,-120.2718963623046875,anonymous,EN,1,projects/513998946275/assessments/a5e4b44870000000,0,0,17.388,0,Female,,35-44,White/ Caucasian,,Bachelor's degree,"$50,000 - $100,000",Joy of solving math puzzles,"4
 ",25.69,25.69,35.024,1,8.314,20.506,20.924,3,5.092,36.682,36.757,3,0,0,3.766,0,1.707,101.765,101.832,10,3.048,4.983,5.557,2,4,5,1.866,41.394,41.523,4,1.768,3.417,4.412,2,3,4,1.707,16.765,16.824,2,1.633,3.535,4.148,2,4,4,3.931,34.663,34.72,4,1.728,3.701,4.437,2,5,4,1.485,13.638,13.713,4,1.588,5.291,6.593,3,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,"4
 ","5
Very Difficult",4,"3
Neutral",Emotional high from answering puzzles correctly,Nice task,0,0,0,0,0,0,-0.50,0,0.50,0,q~6*7(8-10)~6*7(8-10)~6*7(8-10)~6*10*(8-7),q~5*6*(13-11),q~1*2*(7-4),q~105,q~38,9561,AC4NS4URURIMM,p~9~10/10*9*2,p~6~3*6*(8-7),2
